id	side_effect
fluoxetine	Paresthesia
fluoxetine	Suicide attempt
fluoxetine	Sweating
fluoxetine	Vomiting
fluoxetine	Chills
fluoxetine	Agitation
fluoxetine	Panic Attacks
fluoxetine	Lightheadedness
fluoxetine	Distress
fluoxetine	Thought retardation
fluoxetine	Sensory Discomfort
fluoxetine	Trembling
fluoxetine	Unable to concentrate
fluoxetine	Pounding heart
fluoxetine	Abdominal distress
fluoxetine	Feeling suicidal (finding)
fluoxetine	Decreased interest
fluoxetine	Fear of death
fluoxetine	Choking sensation
fluoxetine	Hot flushes
fluoxetine	Hypersomnia
fluoxetine	Sleeplessness
fluoxetine	Has tingling sensation
fluoxetine	Bipolar I disorder
fluphenazine	Psychotic Disorders
fluphenazine	Seizures
fluphenazine	Renal Insufficiency
flurazepam	Sleeplessness
flurazepam	Early Awakening
flurbiprofen	Miosis disorder
flurbiprofen	Rheumatoid Arthritis
flurbiprofen	Bursitis
flurbiprofen	Dysmenorrhea
flurbiprofen	Inflammation
flurbiprofen	Degenerative polyarthritis
flurbiprofen	Pain
flurbiprofen	Ankylosing spondylitis
flurbiprofen	Tendinitis
flurbiprofen	Wounds and Injuries
flurbiprofen	Leukocytosis
flurbiprofen	Vasodilation
flurbiprofen	Intraocular pressure increased
flutamide	Benign prostatic hypertrophy
flutamide	Prostate carcinoma
flutamide	Malignant neoplasm of prostate
flutamide	Adenocarcinoma of the prostate metastatic
flutamide	Metastatic Carcinoma
flutamide	Carcinoma
fluticasone	Allergic rhinitis (disorder)
fluticasone	"Rhinitis, Allergic, Perennial"
fluticasone	Hay fever
fluticasone	Rhinitis perennial
fluticasone	Hay fever
fluticasone	Dermatologic disorders
fluticasone	Rhinitis
fluticasone	Rhinitis perennial
fluticasone	Allergic rhinitis (disorder)
fluticasone	"Dermatitis, Atopic"
fluticasone	Eczema
fluticasone	Asthma
fluticasone	"Rhinitis, Allergic, Perennial"
fluticasone	Protein allergy
fluticasone	Exacerbation of asthma
fluvastatin	"Alcoholic Intoxication, Chronic"
fluvastatin	Cardiovascular Diseases
fluvastatin	Coronary heart disease
fluvastatin	Diabetes Mellitus
fluvastatin	Hypercholesterolemia
fluvastatin	Hypothyroidism
fluvastatin	Liver diseases
fluvastatin	Nephrotic Syndrome
fluvastatin	Heterozygous familial hypercholesterolemia
fluvastatin	Hyperlipidemia
fluvastatin	Hyperlipoproteinemias
fluvastatin	Myocardial Infarction
fluvastatin	Cardiac Death
fluvastatin	Atherosclerosis
fluvastatin	Coronary Arteriosclerosis
fluvastatin	Menarche
fluvastatin	Dyslipidemias
fluvastatin	Carotid Artery Diseases
fluvastatin	Heart Diseases
fluvastatin	Hypertensive disease
fluvastatin	Premature Menopause
fluvastatin	Peripheral Vascular Diseases
fluvoxamine	Obsessive-Compulsive Disorder
fluvoxamine	Major Depressive Disorder
fluvoxamine	Depressive disorder
fluvoxamine	Obsessions
fluvoxamine	Obsessive compulsive behavior
fluvoxamine	Mental Depression
fluvoxamine	Liver diseases
fluvoxamine	Seizures
fluvoxamine	Renal Insufficiency
fluvoxamine	Anxiety
fluvoxamine	"Phobia, Social"
fluvoxamine	Panic Attacks
fluvoxamine	Distress
fluvoxamine	Phobic anxiety disorder
fluvoxamine	Performance anxiety
formoterol	Asthma
formoterol	"Asthma, Exercise-Induced"
formoterol	Chronic Obstructive Airway Disease
formoterol	Bronchoconstriction
formoterol	Reversible airways obstruction
formoterol	Bronchial Spasm
formoterol	"Bronchitis, Chronic"
formoterol	"Bronchospasm, Exercise-Induced"
formoterol	Pulmonary Emphysema
formoterol	"Lung Diseases, Obstructive"
fosamprenavir	Factor XI Deficiency
fosamprenavir	Human immunodeficiency virus type
fosamprenavir	Communicable Diseases
fosamprenavir	Immunologic Deficiency Syndromes
foscarnet	Acquired Immunodeficiency Syndrome
foscarnet	Communicable Diseases
foscarnet	Cytomegalovirus Infections
foscarnet	Encephalitis
foscarnet	Gastroenteritis
foscarnet	Pneumonia
foscarnet	Retinitis
foscarnet	Immunocompromised Host
foscarnet	Cytomegalovirus Retinitis
fosfomycin	Bacteriuria
fosfomycin	Pyelonephritis
fosfomycin	Urinary tract infection
fosfomycin	Perinephric abscess
fosinopril	Heart failure
fosinopril	Hypertensive disease
fosinopril	"Hypertension, Renovascular"
fosinopril	Congestive heart failure
fosinopril	Hypotension
fosinopril	"Kidney Failure, Chronic"
fosinopril	Biliary cirrhosis
fosinopril	Proteinuria
fosinopril	"Cardiac Output, High"
fosinopril	Essential Hypertension
fosinopril	Function kidney decreased
fosinopril	Cardiac index
fosinopril	Increase in blood pressure
fosinopril	Serum potassium increased
fosinopril	Microalbuminuria
fosinopril	Renin decreased
fosinopril	Hypertensive (finding)
fosinopril	Aldosterone low
fosinopril	Hepatic impairment
fosinopril	Total Peripheral Resistance
fosinopril	Blood pressure alteration (finding)
fosinopril	Hepatic Insufficiency
fosinopril	Reflex tachycardia
fosinopril	Renal Insufficiency
fosinopril	Pregnancy
fosphenytoin	Epilepsy
fosphenytoin	Seizures
fosphenytoin	Grand Mal Status Epilepticus
fosphenytoin	Cerebellar Diseases
fosphenytoin	Confusion
fosphenytoin	Delirium
fosphenytoin	Hyperglycemia
fosphenytoin	Psychotic Disorders
fosphenytoin	Encephalopathies
fosphenytoin	Liver Dysfunction
fosphenytoin	Diabetic
fosphenytoin	Status Epilepticus
frovatriptan	Cluster Headache
frovatriptan	Migraine Disorders
frovatriptan	Aura
furosemide	Edema
furosemide	Congestive heart failure
furosemide	Hypertensive disease
furosemide	Hypoproteinemia
furosemide	Kidney Diseases
furosemide	Nephrotic Syndrome
furosemide	Function kidney decreased
furosemide	Hypertensive (finding)
furosemide	Communicable Diseases
furosemide	Diuresis
furosemide	Nodular glomerulosclerosis
furosemide	"Kidney Failure, Acute"
furosemide	"Kidney Failure, Chronic"
furosemide	Nephritis
furosemide	Oliguria
furosemide	Acute pulmonary oedema
furosemide	Fluid retention
furosemide	Lupus Erythematosus
furosemide	Renal Insufficiency
furosemide	Cerebral Edema
furosemide	Nephrosis
furosemide	Diuretic Effect
furosemide	Chronic nephritis
furosemide	Immobile
furosemide	Heart failure
furosemide	Hepatic Insufficiency
furosemide	Nephritic syndrome
furosemide	Anuria
furosemide	Hypersensitivity
furosemide	Icterus
gabapentin	Neuralgia
gabapentin	Postherpetic neuralgia
gabapentin	Tonic - clonic seizures
gabapentin	"Seizures, Focal"
gabapentin	Epilepsy
gabapentin	Seizures
gabapentin	Diabetes Mellitus
gabapentin	Erythema Multiforme
gabapentin	Pancreatitis
gabapentin	Stevens-Johnson Syndrome
gabapentin	Urinary Incontinence
gabapentin	Renal Insufficiency
gabapentin	Ataxia
gabapentin	Dizziness
gabapentin	Fatigue
gabapentin	Pain
gabapentin	Diabetic peripheral neuropathy
gabapentin	Somnolence
gabapentin	Pseudocroup
gabapentin	Hypersensitivity
gabapentin	Restless Legs Syndrome
galantamine	Alzheimers Disease
galantamine	Alzheimers Disease
ganciclovir	Acquired Immunodeficiency Syndrome
ganciclovir	Cytomegalovirus Infections
ganciclovir	Immunocompromised Host
ganciclovir	Cytomegalovirus Retinitis
ganciclovir	Cytomegaloviral pneumonia
ganciclovir	Candidiasis
ganciclovir	Histoplasmosis
ganciclovir	Neoplasms
ganciclovir	Toxoplasmosis
ganciclovir	Retinal scar
ganciclovir	Cotton wool spots
ganciclovir	Carcinogenicity
ganciclovir	Reproductive toxicity
ganciclovir	Retinitis
ganciclovir	Congenital cytomegalovirus infection
gatifloxacin	Bacterial conjunctivitis
gatifloxacin	Dacryocystitis
gatifloxacin	Communicable Diseases
gatifloxacin	Abscess
gatifloxacin	Cellulitis
gatifloxacin	"Bronchitis, Chronic"
gatifloxacin	Cystitis
gatifloxacin	Folliculitis
gatifloxacin	Gonorrhea
gatifloxacin	Pyelonephritis
gatifloxacin	Urinary tract infection
gatifloxacin	Wound Infection
gatifloxacin	Acute sinusitis
gatifloxacin	furuncle
gatifloxacin	Community acquired pneumonia
gefitinib	Non-Small Cell Lung Carcinoma
gefitinib	Neoplasms
gefitinib	Malignant Neoplasms
gefitinib	Hemorrhage
gefitinib	Idiopathic Pulmonary Fibrosis
gemcitabine	Malignant neoplasm of urinary bladder
gemcitabine	Non-Small Cell Lung Carcinoma
gemcitabine	Carcinoma breast stage IV
gemcitabine	Adenocarcinoma pancreas
gemcitabine	Malignant neoplasm of pancreas
gemcitabine	Epithelial ovarian cancer
gemcitabine	Carcinoma of lung
gemcitabine	Malignant neoplasm of breast
gemcitabine	Malignant Neoplasms
gemcitabine	Hodgkin Disease
gemcitabine	Lymphoma
gemcitabine	Mesothelioma
gemcitabine	Cervix carcinoma
gemcitabine	Malignant neoplasm of ovary
gemcitabine	Renal Insufficiency
gemcitabine	"Carcinoma, Transitional Cell"
gemcitabine	Cardiovascular Diseases
gemcitabine	Hypersensitivity
gemcitabine	Thrombocytopenia
gemcitabine	Neuropathy
gemcitabine	Pneumonia
gemcitabine	Apoptosis
gemcitabine	Function kidney decreased
gemcitabine	Solid tumour
gemcitabine	Hepatic Insufficiency
gemcitabine	Myelosuppression
gemcitabine	"Alcoholic Intoxication, Chronic"
gemcitabine	Kidney Failure
gemcitabine	Febrile Neutropenia
gemfibrozil	Coronary heart disease
gemfibrozil	Diabetes Mellitus
gemfibrozil	Hypercholesterolemia
gemfibrozil	Hypothyroidism
gemfibrozil	Body Weight decreased
gemfibrozil	Dyslipidemias
gemfibrozil	Fasting
gemfibrozil	Hyperlipidemia
gemfibrozil	Hyperlipoproteinemias
gemfibrozil	Hyperlipoproteinemia Type IV
gemfibrozil	Hypertriglyceridemia
gemfibrozil	Pancreatitis
gemfibrozil	Diabetic
gemfibrozil	Combined hyperlipidaemia
gemfibrozil	Abdominal Pain
gemfibrozil	Hyperlipoproteinemia Type V
gemfibrozil	Myocardial Infarction
gemfibrozil	Xanthoma
gemfibrozil	High density lipoprotein decreased
gemfibrozil	Low density lipoprotein increased
gemifloxacin	"Bronchitis, Chronic"
gemifloxacin	Communicable Diseases
gemifloxacin	Respiratory Tract Infections
gemifloxacin	Hepatic impairment
gemifloxacin	Community acquired pneumonia
gentamicin	Blepharitis
gentamicin	Blepharoconjunctivitis
gentamicin	Communicable Diseases
gentamicin	Conjunctivitis
gentamicin	Corneal Ulcer
gentamicin	Dacryocystitis
gentamicin	Keratitis
gentamicin	Keratoconjunctivitis
gentamicin	Meibomianitis
gentamicin	"Abortion, Septic"
gentamicin	Bacteremia
gentamicin	Peritonitis
gentamicin	Respiratory Tract Infections
gentamicin	"Septicaemia due to gram-negative organism, unspecified"
gentamicin	Urinary tract infection
gentamicin	Sepsis
gentamicin	Renal Insufficiency
gentamicin	Septicemia
gentamicin	Wound Infection
gentamicin	Soft Tissue Infections
gentamicin	"Eye Infections, Bacterial"
gentamicin	Contact Dermatitis
gentamicin	Ecthyma
gentamicin	Eczema
gentamicin	Excoriation
gentamicin	Folliculitis
gentamicin	Furunculosis
gentamicin	Impetigo
gentamicin	Insect Bites
gentamicin	Paronychia Inflammation
gentamicin	Seborrheic dermatitis
gentamicin	Dermatologic disorders
gentamicin	"Skin Diseases, Infectious"
gentamicin	Skin Ulcer
gentamicin	Sting Injury
gentamicin	Superinfection
gentamicin	Virus Diseases
gentamicin	Laceration
gentamicin	Injury wounds
gentamicin	Pyoderma Gangrenosum
gentamicin	Abscess of skin AND/OR subcutaneous tissue
gentamicin	Pustular psoriasis
gentamicin	Cyst of skin
gentamicin	Acne pustular
gentamicin	Sycosis barbae
gentamicin	Bacterial Infections
gentamicin	Endocarditis
gentamicin	Meningitis
gentamicin	Staphylococcal Infections
gentamicin	Coinfection
gentamicin	Sepsis neonatal
gentamicin	Secondary Infections
gentamicin	Influenza
gentamicin	Pneumonia due to Klebsiella pneumoniae
gliclazide	Diabetes Mellitus
gliclazide	"Diabetes Mellitus, Non-Insulin-Dependent"
gliclazide	Hyperglycemia
gliclazide	Ketosis
gliclazide	Diabetic
gliclazide	Platelet Adhesiveness
glimepiride	"Diabetes Mellitus, Non-Insulin-Dependent"
glimepiride	Body Weight decreased
glimepiride	Diabetes Mellitus
glimepiride	Hyperglycemia
glimepiride	Blood glucose decreased
glimepiride	"Diabetes Mellitus, Insulin-Dependent"
glimepiride	Diabetic Ketoacidosis
glimepiride	Comatose
glimepiride	Hypoglycemia
glimepiride	Kidney Diseases
glimepiride	Obesity
glimepiride	Retinal Diseases
glimepiride	Diabetic
glimepiride	Neuropathy
glipizide	"Diabetes Mellitus, Non-Insulin-Dependent"
glipizide	Hyperglycemia
glipizide	Obesity
glipizide	Body Weight decreased
glipizide	Diabetic
glipizide	Blood glucose decreased
glipizide	Diabetes Mellitus
glipizide	Ketosis
glipizide	Deficiency of glucose-6-phosphate dehydrogenase
goserelin	Malignant neoplasm of prostate
goserelin	Anemia
goserelin	Malignant neoplasm of breast
goserelin	Endometriosis
goserelin	Menorrhagia
goserelin	Pain
goserelin	Uterine Fibroids
goserelin	Advanced breast cancer
goserelin	Malignant Neoplasms
goserelin	Neoplasm Metastasis
goserelin	Urinary tract obstruction
goserelin	Prostate carcinoma
goserelin	Bone cancer metastatic
goserelin	Metrorrhagia
granisetron	Deglutition Disorders
granisetron	Nausea
granisetron	Vomiting
granisetron	Postoperative Nausea
granisetron	Malignant Neoplasms
guanfacine	Hypertensive disease
guanfacine	Attention deficit hyperactivity disorder
haloperidol	Psychotic Disorders
haloperidol	Schizoaffective Disorder
haloperidol	Schizophrenia
haloperidol	Frustration
haloperidol	Gilles de la Tourette syndrome
haloperidol	Mood swings
haloperidol	Conduct Disorder
haloperidol	Abnormal behavior
haloperidol	Hyperactive behavior
haloperidol	Behavior showing increased motor activity
hydralazine	Hypertensive disease
hydralazine	Eclampsia
hydralazine	Edema
hydralazine	Congestive heart failure
hydralazine	Hypertensive crisis
hydralazine	Hypotension
hydralazine	"Hypotension, Orthostatic"
hydralazine	Pre-Eclampsia
hydralazine	Cerebrovascular accident
hydralazine	Tachycardia
hydralazine	Vascular resistance
hydralazine	"Cardiac Output, High"
hydralazine	Fluid retention
hydralazine	Peripheral vasodilatation
hydralazine	Renal Insufficiency
hydralazine	Essential Hypertension
hydrochlorothiazide	Eclampsia
hydrochlorothiazide	Edema
hydrochlorothiazide	Congestive heart failure
hydrochlorothiazide	Hypertensive disease
hydrochlorothiazide	Liver Cirrhosis
hydrochlorothiazide	Nephrotic Syndrome
hydrochlorothiazide	Obesity
hydrochlorothiazide	Pre-Eclampsia
hydrochlorothiazide	Glomerulonephritis acute
hydrochlorothiazide	Fluid loss
hydrochlorothiazide	Fluid retention
hydrochlorothiazide	Premenstrual Tension
hydrochlorothiazide	Chronic Kidney Diseases
hydrochlorothiazide	"Kidney Failure, Chronic"
hydrochlorothiazide	Hyperkalemia
hydrochlorothiazide	Pregnancy
hydrochlorothiazide	Sensory Discomfort
hydrochlorothiazide	Gravitational oedema
hydrochlorothiazide	Cardiovascular Diseases
hydrochlorothiazide	Normal pregnancy
hydrochlorothiazide	Fluid overload
hydrochlorothiazide	Cerebrovascular accident
hydrochlorothiazide	Essential Hypertension
hydrochlorothiazide	Hypertensive (finding)
hydrocodone	Pain
hydromorphone	Malignant Neoplasms
hydromorphone	Pain
hydromorphone	Cancer pain
hydromorphone	Advanced cancer
hydromorphone	Chronic pain
hydromorphone	Sensory Discomfort
hydromorphone	Ulcerative Colitis
hydromorphone	Myocardial Infarction
hydromorphone	Wounds and Injuries
hydromorphone	Biliary Colic
hydromorphone	Renal Colic
hydromorphone	Acute ulcerative colitis
hydromorphone	Burn injury
hydromorphone	"Pain, Postoperative"
hydromorphone	Acute onset pain
hydroxocobalamin	Apnea
hydroxocobalamin	Comatose
hydroxocobalamin	Confusion
hydroxocobalamin	Dyspnea
hydroxocobalamin	Headache
hydroxocobalamin	Hypertensive disease
hydroxocobalamin	Hypotension
hydroxocobalamin	Mydriasis
hydroxocobalamin	Nausea
hydroxocobalamin	Panic
hydroxocobalamin	Seizures
hydroxocobalamin	Shock
hydroxocobalamin	Smoke Inhalation Injury
hydroxocobalamin	Vomiting
hydroxocobalamin	Wounds and Injuries
hydroxocobalamin	Hyperpnea
hydroxocobalamin	Tachypnea
hydroxocobalamin	Respiratory rate decreased
hydroxocobalamin	Chest tightness
hydroxocobalamin	Disorientation
hydroxocobalamin	Acidemia
hydroxocobalamin	Abnormal mental state
hydroxocobalamin	Intoxication
hydroxocobalamin	Amblyopia tobacco
hydroxocobalamin	Anemia
hydroxocobalamin	"Anemia, Pernicious"
hydroxocobalamin	Vitamin B 12 Deficiency
hydroxocobalamin	"Optic Atrophy, Hereditary, Leber"
hydroxocobalamin	Disorder of the optic nerve
hydroxocobalamin	Immobile
hydroxocobalamin	Neurologic Symptoms
hydroxocobalamin	Blind Loop Syndrome
hydroxocobalamin	Breast Feeding
hydroxocobalamin	Malignant Neoplasms
hydroxocobalamin	Celiac Disease
hydroxocobalamin	Diphyllobothriasis
hydroxocobalamin	Endocrine System Diseases
hydroxocobalamin	Folic Acid Deficiency
hydroxocobalamin	"Gastritis, Atrophic"
hydroxocobalamin	"Intestinal Diseases, Parasitic"
hydroxocobalamin	Malabsorption Syndrome
hydroxocobalamin	Multiple Sclerosis
hydroxocobalamin	Neoplasms
hydroxocobalamin	"Sprue, Tropical"
hydroxocobalamin	Vegetarian (finding
hydroxocobalamin	Malnutrition
hydroxocobalamin	Iron deficiency
hydroxocobalamin	Crohns disease of the ileum
hydroxocobalamin	Crohns disease of the ileum
hydroxychloroquine	Rheumatoid Arthritis
hydroxychloroquine	"Lupus Erythematosus, Discoid"
hydroxychloroquine	"Lupus Erythematosus, Systemic"
hydroxychloroquine	Plasmodium falciparum infection
hydroxychloroquine	Plasmodium malariae infection
hydroxychloroquine	Plasmodium ovale infection
hydroxychloroquine	Lupus Erythematosus
hydroxyurea	"Anemia, Sickle Cell"
hydroxyurea	Acute Chest Syndrome
hydroxyurea	"Myeloid Leukemia, Chronic"
hydroxyurea	melanoma
hydroxyurea	Myeloproliferative disease
hydroxyurea	Neoplasms
hydroxyurea	Epithelial ovarian cancer
hydroxyurea	Malignant Neoplasms
hydroxyurea	leukemia
hydroxyurea	Uterine Cancer
hydroxyurea	Cervix carcinoma
hydroxyurea	Carcinoma of lung
hydroxyurea	Malignant neoplasm of ovary
hydroxyurea	Liver Dysfunction
hydroxyurea	Renal Insufficiency
hydroxyurea	Carcinoma
hydroxyurea	Teratogenesis
hydroxyzine	Anxiety
hydroxyzine	Neurotic Disorders
hydroxyzine	Pruritus
hydroxyzine	Dermatologic disorders
hydroxyzine	Tension
hydroxyzine	Urticaria chronic
hydroxyzine	Allergic conditions
hydroxyzine	Alcohol Withdrawal Delirium
hydroxyzine	"Alcoholic Intoxication, Chronic"
hydroxyzine	Asthma
hydroxyzine	Heart Diseases
hydroxyzine	Nausea
hydroxyzine	Psychotic Disorders
hydroxyzine	Vomiting
hydroxyzine	Agitation
hydroxyzine	Withdrawal Symptoms
hydroxyzine	apprehension
hydroxyzine	Vomiting of pregnancy
hydroxyzine	Emotional problems
ibandronate	Malignant Neoplasms
ibandronate	Dyspepsia
ibandronate	Fracture
ibandronate	Gastrointestinal Diseases
ibandronate	Osteoporosis
ibandronate	Peptic Ulcer
ibandronate	Malignant neoplasm of breast
ibandronate	Hypercalcemia
ibandronate	Neoplasm Metastasis
ibandronate	Neoplasms
ibandronate	Bone cancer metastatic
ibandronate	Bone Diseases
ibandronate	Asthma
ibandronate	"Osteoporosis, Postmenopausal"
ibandronate	Osteoporotic Fractures
ibandronate	Bone mass decreased
ibuprofen	Patent ductus arteriosus
ibuprofen	Arthritis
ibuprofen	Autoimmune Diseases
ibuprofen	Fever
ibuprofen	Neuralgia
ibuprofen	Pain
ibuprofen	Tension Headache
ibuprofen	Toothache
ibuprofen	Migraine Disorders
ibuprofen	Myalgia
ibuprofen	Sensory Discomfort
ibuprofen	Flu symptoms
ibuprofen	Dysmenorrhea
ibuprofen	Headache
ibuprofen	Hemorrhage
ibuprofen	Muscle Cramp
ibuprofen	Ulcer
ibuprofen	Ache
ibuprofen	Sore Throat
ibuprofen	Pain of uterus
ibuprofen	Analgesic effect
ibuprofen	Increase in blood pressure
ibuprofen	Back Pain
ibuprofen	Common Cold
ibuprofen	Connective Tissue Diseases
ibuprofen	Inflammation
ibuprofen	"Lupus Erythematosus, Systemic"
ibuprofen	Sprain
ibuprofen	Rheumatoid Arthritis
ibuprofen	Degenerative polyarthritis
ibuprofen	Earache
ibuprofen	Otitis Media
ibuprofen	Soft Tissue Injuries
ibuprofen	Nausea
ibuprofen	Bursitis
ibuprofen	Arthropathy
ibuprofen	Low Back Pain
ibuprofen	"Pain, Postoperative"
ibuprofen	Ankylosing spondylitis
ibuprofen	Tendinitis
ibuprofen	Tenosynovitis
ibuprofen	Juvenile-Onset Still Disease
ibuprofen	Capsulitis
ibuprofen	Frozen shoulder
ibuprofen	Juvenile arthritis
ibuprofen	Primary dysmenorrhea
ibuprofen	Chronic pain
ibuprofen	Renal Insufficiency
ibuprofen	Acute onset pain
idarubicin	Gastrointestinal Diseases
idarubicin	"Leukemia, Myelocytic, Acute"
idarubicin	Malignant neoplasm of breast
idarubicin	Heart Diseases
idarubicin	Acute lymphocytic leukemia
idarubicin	"Myeloid Leukemia, Chronic"
idarubicin	"Lymphoma, Non-Hodgkin"
idarubicin	Cardiac Arrhythmia
idarubicin	Chest Pain
idarubicin	Congestive heart failure
idarubicin	Myocardial Infarction
idarubicin	Acute leukemia
idarubicin	Advanced breast cancer
ifosfamide	Malignant Neoplasms
ifosfamide	Acute lymphocytic leukemia
ifosfamide	Lymphoma
ifosfamide	Encephalopathies
ifosfamide	Pancreatic carcinoma
ifosfamide	Cervix carcinoma
ifosfamide	Prolonged menses
ifosfamide	Sarcoma
ifosfamide	Cystitis haemorrhagic
ifosfamide	Malignant neoplasm of testis
iloprost	Idiopathic pulmonary hypertension
iloprost	Hypertensive disease
imatinib	Blast Phase
imatinib	Communicable Diseases
imatinib	Congestive heart failure
imatinib	Acute lymphocytic leukemia
imatinib	"Myeloid Leukemia, Chronic"
imatinib	"Leukemia, Myeloid, Chronic-Phase"
imatinib	Neutropenia
imatinib	Pleural effusion disorder
imatinib	Kidney Failure
imatinib	Gastrointestinal Stromal Tumors
imatinib	Chronic eosinophilic leukemia
imatinib	Dermatofibrosarcoma Protuberans
imatinib	Philadelphia chromosome positive
imatinib	Hypereosinophilic syndrome
imatinib	leukemia
imatinib	Aggressive Systemic Mastocytosis
imatinib	"Mastocytosis, Systemic"
imipramine	"Alcoholic Intoxication, Chronic"
imipramine	Personality Disorders
imipramine	Mental Depression
imipramine	Endogenous depression
imipramine	Depressive Symptoms
imipramine	Enuresis
imiquimod	Basal cell carcinoma
imiquimod	Condylomata Acuminata
imiquimod	Actinic keratosis
imiquimod	Perianal warts
imiquimod	Keratosis
imiquimod	Superficial basal cell carcinoma
imiquimod	Neoplasms
imiquimod	Basal Cell Nevus Syndrome
imiquimod	Molluscum Contagiosum
imiquimod	Xeroderma Pigmentosum
imiquimod	Immunocompromised Host
imiquimod	Carcinogenicity
imiquimod	Papilloma
imiquimod	Virus Diseases
indapamide	Hypertensive disease
indapamide	Essential Hypertension
indapamide	Diabetes Mellitus
indapamide	Gout
indapamide	Hypokalemia
indapamide	Lipids increased
indapamide	Potassium increased
indapamide	Kaluresis
indapamide	Total Peripheral Resistance
indapamide	Congestive heart failure
indapamide	Fluid retention
indapamide	Anuria
indapamide	Edema
indapamide	Hypersensitivity
indapamide	Pre-Eclampsia
indapamide	Pregnancy
indapamide	Sensory Discomfort
indapamide	Gravitational oedema
indinavir	Acquired Immunodeficiency Syndrome
indinavir	Illness (finding)
indinavir	Haemophilia
indinavir	Immunologic Deficiency Syndromes
indomethacin	Rheumatoid Arthritis
indomethacin	Bursitis
indomethacin	Ulcerative Colitis
indomethacin	Dislocations
indomethacin	Edema
indomethacin	Fracture
indomethacin	Gout
indomethacin	Inflammation
indomethacin	Low Back Pain
indomethacin	Musculoskeletal Diseases
indomethacin	Degenerative polyarthritis
indomethacin	Pain
indomethacin	Ankylosing spondylitis
indomethacin	Sprain
indomethacin	Synovitis
indomethacin	Tendinitis
indomethacin	Tenosynovitis
indomethacin	Primary dysmenorrhea
indomethacin	Capsulitis
indomethacin	"Arthritis, Gouty"
indomethacin	Drug Interactions
indomethacin	Patent ductus arteriosus
indomethacin	Acute onset pain
irbesartan	"Diabetes Mellitus, Non-Insulin-Dependent"
irbesartan	Diabetic Nephropathy
irbesartan	Hypertensive disease
irbesartan	Kidney Diseases
irbesartan	Proteinuria
irbesartan	Essential Hypertension
irbesartan	Diabetic
irbesartan	Microalbuminuria
irbesartan	Hypertensive (finding)
irbesartan	Heart failure
irbesartan	"Angina, Unstable"
irbesartan	"Kidney Failure, Chronic"
irbesartan	Liver diseases
irbesartan	Mg reduced
irbesartan	Unilateral agenesis of kidney
irbesartan	Renal vessel disorder
irbesartan	Chronic Kidney Insufficiency
irbesartan	Rebound effect
irbesartan	Hepatic impairment
irbesartan	Renal Insufficiency
irbesartan	Hyperkalemia
irinotecan	Dehydration
irinotecan	Dyspnea
irinotecan	Heart Diseases
irinotecan	Metastases to liver
irinotecan	Colorectal cancer metastatic
irinotecan	Metastatic Carcinoma
irinotecan	Malignant Neoplasms
irinotecan	Diarrhea
irinotecan	Glioma
irinotecan	Mesothelioma
irinotecan	Cervix carcinoma
irinotecan	Malignant neoplasm of pancreas
irinotecan	Malignant neoplasm of esophagus
irinotecan	Carcinoma of lung
irinotecan	Colorectal Cancer
irinotecan	Ascites
irinotecan	Neutropenia
irinotecan	Pleural effusion disorder
irinotecan	Lymphoma
irinotecan	Solid tumour
isoflurane	Diabetic
isoniazid	Malnutrition
isoniazid	Extrapulmonary tuberculosis
isoniazid	Carcinoma
isoniazid	Diabetes Mellitus
isoniazid	Hodgkin Disease
isoniazid	"Kidney Failure, Chronic"
isoniazid	leukemia
isoniazid	Malabsorption Syndrome
isoniazid	Silicosis
isoniazid	Tuberculosis
isoniazid	Body Weight decreased
isoniazid	Active tuberculosis
isoniazid	Finding related to response to skin test
isoniazid	Induration
isoniazid	Chronic peptic ulcer
isoniazid	Low income
isoniazid	Communicable Diseases
isoniazid	Immunologic Deficiency Syndromes
isoniazid	Ulcer
isosorbide	Angina Pectoris
isosorbide	"Angina Pectoris, Variant"
isosorbide	"Angina, Unstable"
isosorbide	Coronary Arteriosclerosis
isosorbide	Congestive heart failure
isosorbide	Left-Sided Heart Failure
isosorbide	Myocardial Ischemia
isosorbide	Angina decubitus
isosorbide	Acute myocardial infarction
isosorbide	Stable angina
isosorbide	Coronary Artery Disease
isradipine	Hypertensive disease
isradipine	Hypertensive (finding)
itraconazole	Acquired Immunodeficiency Syndrome
itraconazole	Cystic Fibrosis
itraconazole	Liver diseases
itraconazole	Immunocompromised Host
itraconazole	Oesophageal candidiasis
itraconazole	Liver enzymes abnormal
itraconazole	Hepatic impairment
itraconazole	Renal Insufficiency
itraconazole	Blastomycosis
itraconazole	Chromoblastomycosis
itraconazole	Communicable Diseases
itraconazole	Dermatomycoses
itraconazole	Mycoses
itraconazole	Paracoccidioidomycosis
itraconazole	"Skin Diseases, Infectious"
itraconazole	Sporotrichosis
itraconazole	Tinea corporis (disorder)
itraconazole	Tinea Pedis
itraconazole	Onychomycosis
itraconazole	Tinea Versicolor
itraconazole	Invasive Pulmonary Aspergillosis
itraconazole	Chronic pulmonary histoplasmosis
itraconazole	Tinea cruris
itraconazole	Aspergillosis
itraconazole	Histoplasmosis
itraconazole	Lung diseases
itraconazole	Tinea
itraconazole	Fever
itraconazole	Streptobacillary fever
itraconazole	Drug intolerance
itraconazole	Oropharyngeal candidiasis
itraconazole	Oral candidiasis
itraconazole	Systemic candidiasis
