name1,name2,,,,
Flucytosine,Amphotericin B,14506059,http://www.ncbi.nlm.nih.gov/pubmed/14506059,"Schwarz P., Dromer F., Lortholary O., Dannaoui E. (2003) In vitro interaction ofwith conventional and new antifungals against Cryptococcus neoformans clinical isolates. Antimicrobial Agents and Chemotherapy 47:3361-3364. DOI: 10.1128/aac.47.10.3361-3364.2003",
Flucytosine,Voriconazole,14506059,http://www.ncbi.nlm.nih.gov/pubmed/14506059,"Schwarz P., Dromer F., Lortholary O., Dannaoui E. (2003) In vitro interaction ofwith conventional and new antifungals against Cryptococcus neoformans clinical isolates. Antimicrobial Agents and Chemotherapy 47:3361-3364. DOI: 10.1128/aac.47.10.3361-3364.2003",
Flucytosine,Caspofungin,14506059,http://www.ncbi.nlm.nih.gov/pubmed/14506059,"Schwarz P., Dromer F., Lortholary O., Dannaoui E. (2003) In vitro interaction ofwith conventional and new antifungals against Cryptococcus neoformans clinical isolates. Antimicrobial Agents and Chemotherapy 47:3361-3364. DOI: 10.1128/aac.47.10.3361-3364.2003",
Flucytosine,Itraconazole,14506059,http://www.ncbi.nlm.nih.gov/pubmed/14506059,"Schwarz P., Dromer F., Lortholary O., Dannaoui E. (2003) In vitro interaction ofwith conventional and new antifungals against Cryptococcus neoformans clinical isolates. Antimicrobial Agents and Chemotherapy 47:3361-3364. DOI: 10.1128/aac.47.10.3361-3364.2003",
Flucytosine,Micafungin,19280292,http://www.ncbi.nlm.nih.gov/pubmed/19280292,"Nishi I., Sunada A., Toyokawa M., Asari S., Iwatani Y. (2009) In vitro antifungal combination effects ofwith fluconazole, voriconazole, amphotericin B, and flucytosine against clinical isolates of Candida species (vol 15, pg 1, 2009). Journal of Infection and Chemotherapy 15:123-124. DOI: 10.1007/s10156-009-0002-7",
Fluvastatin,Fluconazole,9087504,http://www.ncbi.nlm.nih.gov/pubmed/ 9087504,"Chin NX, Weitzman I, Della-Latta P. (1997) In vitro activity of fluvastatin, a cholesterol-lowering agent, and synergy with flucanazole and itraconazole against Candida species and Cryptococcus neoformans. Antimicrob Agents Chemother. 41(4):850-2.",
Fluvastatin,Itraconazole,9087504,http://www.ncbi.nlm.nih.gov/pubmed/ 9087504,"Chin NX, Weitzman I, Della-Latta P. (1997) In vitro activity of fluvastatin, a cholesterol-lowering agent, and synergy with flucanazole and itraconazole against Candida species and Cryptococcus neoformans. Antimicrob Agents Chemother. 41(4):850-2.",
Geldanamycin,Ketoconazole,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Haloprogin,Pentolinium,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
ibuprofen,Econazole,8592989,http://www.ncbi.nlm.nih.gov/pubmed/ 8592989,"Tariq VN, Scott EM, McCain NE. (1995) Use of decimal assay for additivity to demonstrate synergy in pair combinations of econazole, nikkomycin Z, andagainst Candida albicans in vitro. Antimicrob Agents Chemother. 39(12):2615-9.",
ibuprofen,Fluconazole,8592988,http://www.ncbi.nlm.nih.gov/pubmed/ 8592988,"Scott EM, Tariq VN, McCrory RM. (1995) Demonstration of synergy with fluconazole and either ibuprofen, sodium salicylate, or propylparaben against Candida albicans in vitro. Antimicrob Agents Chemother. 39(12):2610-4.",
ibuprofen,Miconazole,8592988,http://www.ncbi.nlm.nih.gov/pubmed/ 8592988,"Scott EM, Tariq VN, McCrory RM. (1995) Demonstration of synergy with fluconazole and either ibuprofen, sodium salicylate, or propylparaben against Candida albicans in vitro. Antimicrob Agents Chemother. 39(12):2610-4.",
ibuprofen,Nikkomycin X,8592989,http://www.ncbi.nlm.nih.gov/pubmed/ 8592989,"Tariq VN, Scott EM, McCain NE. (1995) Use of decimal assay for additivity to demonstrate synergy in pair combinations of econazole, nikkomycin Z, andagainst Candida albicans in vitro. Antimicrob Agents Chemother. 39(12):2615-9.",
ibuprofen,Econazole,8592989,http://www.ncbi.nlm.nih.gov/pubmed/8592989,"Tariq V.N., Scott E.M., McCain N.E. (1995) Use of decimal assay for additivity to demonstrate synergy in pair combinations of econazole, nikkomycin Z, andagainst Candida albicans in vitro. Antimicrobial Agents and Chemotherapy 39:2615-2619",
ibuprofen,Nikkomycin Z,8592989,http://www.ncbi.nlm.nih.gov/pubmed/8592989,"Tariq V.N., Scott E.M., McCain N.E. (1995) Use of decimal assay for additivity to demonstrate synergy in pair combinations of econazole, nikkomycin Z, andagainst Candida albicans in vitro. Antimicrobial Agents and Chemotherapy 39:2615-2619",
isoniazid,Amphotericin B,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
isoniazid,Itraconazole,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
Itraconazole,6-amino-2-n-pentylthiobenzothiazole,10854813,http://www.ncbi.nlm.nih.gov/pubmed/10854813,"Mï¿½ï¿½ckovï¿½ï¿½ M, Bujdï¿½ï¿½kovï¿½ï¿½ H, Kuchta T. (2000) Synergy between 6-amino-2-n-pentylthiobenzothiazole and ergosterol biosynthesis-inhibiting antimycotics against Candida albicans in vitro. Int J Antimicrob Agents. 15(2):153-4.",
Itraconazole,Amiodarone,18006280,http://www.ncbi.nlm.nih.gov/pubmed/ 18006280,"Guo Q, Sun S, Li Y, Yu J, Shi C. (2008) In vitro interactions between azoles and amiodarone against clinical Candida albicans. Int J Antimicrob Agents. 31(1):88-90.",
Itraconazole,Amiodarone,15047538,http://www.ncbi.nlm.nih.gov/pubmed/ 15047538,"Afeltra J, Vitale RG, Mouton JW, Verweij PE. (2004) Potent synergistic in vitro interaction between nonantimicrobial membrane-active compounds andagainst clinical isolates of Aspergillus fumigatus resistant to itraconazole. Antimicrob Agents Chemother. 48(4):1335-43.",
Itraconazole,Anidulafungin,16048988,http://www.ncbi.nlm.nih.gov/pubmed/16048988,"Philip A, Odabasi Z, Rodriguez J, Paetznick VL, Chen E, Rex JH, Ostrosky-Zeichner L. (2005) In vitro synergy testing of anidulafungin with itraconazole, voriconazole, and amphotericin B against Aspergillus spp. and Fusarium spp. Antimicrob Agents Chemother. 49(8):3572-4.",
Itraconazole,Anidulafungin,16414247,http://www.ncbi.nlm.nih.gov/pubmed/ 16414247,"Karlowsky JA, Hoban DJ, Zhanel GG, Goldstein BP. (2006) In vitro interactions of anidulafungin with azole antifungals, amphotericin B and 5-fluorocytosine against Candida species. Int J Antimicrob Agents. 27(2):174-7.",
Itraconazole,Bupivacaine,16527460,http://www.ncbi.nlm.nih.gov/pubmed/ 16527460,"Rodrigues AG, Araujo R, Pina-Vaz C. (2006) Interaction of local anaesthetics with other antifungal agents against pathogenic Aspergillus. Int J Antimicrob Agents. 27(4):339-43.",
Itraconazole,Caspofungin,12654681,http://www.ncbi.nlm.nih.gov/pubmed/ 12654681,"Shalit I, Shadkchan Y, Samra Z, Osherov N. (2003) In vitro synergy of caspofungin andagainst Aspergillus spp.: MIC versus minimal effective concentration end points. Antimicrob Agents Chemother. 47(4):1416-8.",
Itraconazole,Cyclosporine,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E, Schwarz P, Lortholary O. (2009) In vitro interactions between antifungals and immunosuppressive drugs against zygomycetes. Antimicrob Agents Chemother. 53(8):3549-51.",
Itraconazole,Dodecapeptide,17156978,http://www.ncbi.nlm.nih.gov/pubmed/ 17156978,"Duggineni S, Srivastava G, Kundu B, Kumar M, Chaturvedi AK, Shukla PK. (2007) A novel dodecapeptide from a combinatorial synthetic library exhibits potent antifungal activity and synergy with standard antimycotic agents. Int J Antimicrob Agents. 29(1):73-8.",
Itraconazole,Ethambutol,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
Itraconazole,Flucytosine,14506059,http://www.ncbi.nlm.nih.gov/pubmed/ 14506059,"Schwarz P, Dromer F, Lortholary O, Dannaoui E. (2003) In vitro interaction of flucytosine with conventional and new antifungals against Cryptococcus neoformans clinical isolates. Antimicrob Agents Chemother. 47(10):3361-4.",
Itraconazole,Fluvastatin,9087504,http://www.ncbi.nlm.nih.gov/pubmed/ 9087504,"Chin NX, Weitzman I, Della-Latta P. (1997) In vitro activity of fluvastatin, a cholesterol-lowering agent, and synergy with flucanazole andagainst Candida species and Cryptococcus neoformans. Antimicrob Agents Chemother. 41(4):850-2.",
Itraconazole,Isoniazid,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
Itraconazole,Lansoprazole,15047538,http://www.ncbi.nlm.nih.gov/pubmed/ 15047538,"Afeltra J, Vitale RG, Mouton JW, Verweij PE. (2004) Potent synergistic in vitro interaction between nonantimicrobial membrane-active compounds andagainst clinical isolates of Aspergillus fumigatus resistant to itraconazole. Antimicrob Agents Chemother. 48(4):1335-43.",
Itraconazole,Lidocaine,16527460,http://www.ncbi.nlm.nih.gov/pubmed/ 16527460,"Rodrigues AG, Araujo R, Pina-Vaz C. (2006) Interaction of local anaesthetics with other antifungal agents against pathogenic Aspergillus. Int J Antimicrob Agents. 27(4):339-43.",
Itraconazole,Micafungin,18762407,http://www.ncbi.nlm.nih.gov/pubmed/ 18762407,"Ruï¿½ï¿½z-Cendoya M, Rodriguez MM, Marinï¿½ï¿½ M, Pastor FJ, Guarro J. (2008) In vitro interactions ofand micafungin against clinically important filamentous fungi. Int J Antimicrob Agents. 32(5):418-20.",
Itraconazole,Micafungin,17698327,http://www.ncbi.nlm.nih.gov/pubmed/ 17698327,"Marinï¿½ï¿½ M, Serena C, Pastor J, Quindï¿½ï¿½s G, Carrillo AJ, Guarro J. (2007) In vitro activity of micafungin combined withagainst Candida spp. Int J Antimicrob Agents. 30(5):463-5.",
Itraconazole,Nifedipine,15047538,http://www.ncbi.nlm.nih.gov/pubmed/ 15047538,"Afeltra J, Vitale RG, Mouton JW, Verweij PE. (2004) Potent synergistic in vitro interaction between nonantimicrobial membrane-active compounds andagainst clinical isolates of Aspergillus fumigatus resistant to itraconazole. Antimicrob Agents Chemother. 48(4):1335-43.",
Itraconazole,Nikkomycin Z,10348760,http://www.ncbi.nlm.nih.gov/pubmed/ 10348760,"Li RK, Rinaldi MG. (1999) In vitro antifungal activity of nikkomycin Z in combination with fluconazole or itraconazole. Antimicrob Agents Chemother. 43(6):1401-5.",
Itraconazole,Nikkomycin X,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
Itraconazole,Nikkomycin Z,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
Itraconazole,Pyrazinamide,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
Itraconazole,Terbinafine,15215136,http://www.ncbi.nlm.nih.gov/pubmed/15215136,"Ortoneda M, Capilla J, Pastor FJ, Pujol I, Yustes C, Serena C, Guarro J. (2004) In vitro interactions of approved and novel drugs against Paecilomyces spp. Antimicrob Agents Chemother. 48(7):2727-9.",
Itraconazole,Terbinafine,18054469,http://www.ncbi.nlm.nih.gov/pubmed/ 18054469,"Cï¿½ï¿½rdoba S, Rodero L, Vivot W, Abrantes R, Davel G, Vitale RG.. (2008) In vitro interactions of antifungal agents against clinical isolates of Fusarium spp. Int J Antimicrob Agents. 31(2):171-4.",
Itraconazole,Terbinafine,12663160,http://www.ncbi.nlm.nih.gov/pubmed/12663160,"Dunn JJ, Billetdeaux E, Skodack-Jones L, Carroll KC. (2003) Evaluation of three Copan viral transport systems for the recovery of cultivatable, clinical virus isolates. Diagn Microbiol Infect Dis. 45(3):191-7.",
Itraconazole,Terbinafine,12499177,http://www.ncbi.nlm.nih.gov/pubmed/ 12499177,"Meletiadis J, Mouton JW, Meis JF, Verweij PE. (2003) In vitro drug interaction modeling of combinations of azoles with terbinafine against clinical Scedosporium prolificans isolates. Antimicrob Agents Chemother. 47(1):106-17.",
Itraconazole,Terbinafine,10639389,http://www.ncbi.nlm.nih.gov/pubmed/ 10639389,"Meletiadis J, Mouton JW, Rodriguez-Tudela JL, Meis JF, Verweij PE. (2000) In vitro interaction of terbinafine withagainst clinical isolates of Scedosporium prolificans. Antimicrob Agents Chemother. 44(2):470-2.",
Itraconazole,Terbinafine,11850251,http://www.ncbi.nlm.nih.gov/pubmed/11850251,"Te Dorsthorst DT, Verweij PE, Meis JF, Punt NC, Mouton JW. (2002) Comparison of fractional inhibitory concentration index with response surface modeling for characterization of in vitro interaction of antifungals against itraconazole-susceptible and -resistant Aspergillus fumigatus isolates. Antimicrob Agents Chemother. 46(3):702-7.",
Itraconazole,Voriconazole,15855543,http://www.ncbi.nlm.nih.gov/pubmed/ 15855543,"Garcia-Effron G, Mellado E, Gomez-Lopez A, Alcazar-Fuoli L, Cuenca-Estrella M, Rodriguez-Tudela JL. (2005) Differences in interactions between azole drugs related to modifications in the 14-alpha sterol demethylase gene (cyp51A) of Aspergillus fumigatus. Antimicrob Agents Chemother. 49(5):2119-21.",
Itraconazole,Amphotericin B,1309690,http://www.ncbi.nlm.nih.gov/pubmed/1309690,"Denning D.W., Hanson L.H., Perlman A.M., Stevens D.A. (1992) Invitro susceptibility and synergy studies of aspergillus species to conventional and new agents. Diagnostic Microbiology and Infectious Disease 15:21-34.",
Itraconazole,Flucytosine,10459811,http://www.ncbi.nlm.nih.gov/pubmed/10459811,"Barchiesi F., Gallo D., Caselli F., Di Francesco L.F., Arzeni D., Giacometti A., Scalise G. (1999) In-vitro interactions ofwith flucytosine against clinical isolates of Cryptococcus neoformans. Journal of Antimicrobial Chemotherapy 44:65-70.",
Itraconazole,Micafungin,18762407,http://www.ncbi.nlm.nih.gov/pubmed/18762407,"Ruiz-Cendoya M., Rodriguez M.M., Marine M., Pastor F.J., Guarro J. (2008) In vitro interactions ofand micafungin against clinically important filamentous fungi. International Journal of Antimicrobial Agents 32:418-420. DOI: 10.1016/j.ijantimicag.2008.05.015.",
Itraconazole,Cyclosporine,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
Itraconazole,Tacrolimus,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
Itraconazole,Rapamycin,19451295,http://www.ncbi.nlm.nih.gov/pubmed/19451295,"Dannaoui E., Schwarz P., Lortholary O. (2009) In Vitro Interactions between Antifungals and Immunosuppressive Drugs against Zygomycetes. Antimicrobial Agents and Chemotherapy 53:3549-3551. DOI: 10.1128/aac.00184-09",
Itraconazole,Terbinafine,10459811,http://www.ncbi.nlm.nih.gov/pubmed/10459811,"Barchiesi F., Gallo D., Caselli F., Di Francesco L.F., Arzeni D., Giacometti A., Scalise G. (1999) In-vitro interactions ofwith flucytosine against clinical isolates of Cryptococcus neoformans. Journal of Antimicrobial Chemotherapy 44:65-70.",
Itraconazole,Cyclosporine A,18194958,http://www.ncbi.nlm.nih.gov/pubmed/18194958,"Li Y., Sun S.J., Guo Q.J., Ma L., Shi C.W., Su L.Q., Li H.J. (2008) In vitro interaction between azoles and cyclosporin A against clinical isolates of Candida albicans determined by the chequerboard method and time-kill curves. Journal of Antimicrobial Chemotherapy 61:577-585. DOI: 10.1093/jac/dkm493.",
Itraconazole,FK506,18056277,http://www.ncbi.nlm.nih.gov/pubmed/18056277,"Sun S., Li Y., Guo Q.J., Shi C.W., Yu J.L., Ma L. (2008) In vitro interactions between tacrolimus and Azoles against Candida albicans determined by different methods. Antimicrobial Agents and Chemotherapy 52:409-417. DOI: 10.1128/aac.01070-07.",
Ketoconazole,Ciclopirox,19307370,http://www.ncbi.nlm.nih.gov/pubmed/ 19307370,"Zarember KA, Cruz AR, Huang CY, Gallin JI. (2009) Antifungal activities of natural and synthetic iron chelators alone and in combination with azole and polyene antibiotics against Aspergillus fumigatus. Antimicrob Agents Chemother. 53(6):2654-6.",
Ketoconazole,Deferiprone,19307370,http://www.ncbi.nlm.nih.gov/pubmed/ 19307370,"Zarember KA, Cruz AR, Huang CY, Gallin JI. (2009) Antifungal activities of natural and synthetic iron chelators alone and in combination with azole and polyene antibiotics against Aspergillus fumigatus. Antimicrob Agents Chemother. 53(6):2654-6.",
Ketoconazole,Ethambutol,19520551,http://www.ncbi.nlm.nih.gov/pubmed/ 19520551,"Cordeiro Rde A, Brilhante RS, Rocha MF, Medrano DJ, Monteiro AJ, Tavares JL, de Lima RA, de Camargo ZP, Sidrim JJ. (2009) In vitro synergistic effects of antituberculous drugs plus antifungals against Coccidioides posadasii. Int J Antimicrob Agents. 34(3):278-80.",
Ketoconazole,Nikkomycin X,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
Ketoconazole,Nikkomycin Z,1416829,http://www.ncbi.nlm.nih.gov/pubmed/ 1416829,"Hector RF, Schaller K. (1992) Positive interaction of nikkomycins and azoles against Candida albicans in vitro and in vivo. Antimicrob Agents Chemother. 36(6):1284-9.",
Ketoconazole,nitric oxide,9736560,http://www.ncbi.nlm.nih.gov/pubmed/9736560,"McElhaney-Feser GE, Raulli RE, Cihlar RL. (1998) Synergy of nitric oxide and azoles against Candida species in vitro. Antimicrob Agents Chemother. 42(9):2342-6.",
Ketoconazole,Amphotericin B,6295266,http://www.ncbi.nlm.nih.gov/pubmed/6295266,"Odds F.C. (1982) Interactions among amphotericin-b, 5-fluorocytosine, ketoconazole, and miconazole against pathogenic fungi invitro. Antimicrobial Agents and Chemotherapy 22:763-770.",
Ketoconazole,Beauvericin,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Ketoconazole,Berberine,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Ketoconazole,Chlorpromazine,3391057,http://www.ncbi.nlm.nih.gov/pubmed/3391057,"Bengigi G., Polacheck I., Eilam Y. (1988) In vitro synergistic activity ofwith trifluoperazine and with chlorpromazine against medically important yeasts. Chemotherapy 34:96-100.",
Ketoconazole,Cyclosporine A,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Ketoconazole,Disulfiram,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Ketoconazole,Geldanamycin,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Ketoconazole,Lovastatin,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Ketoconazole,Pentamidine,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Ketoconazole,Radicicol,17360571,http://www.ncbi.nlm.nih.gov/pubmed/17360571,"Zhang L.X., Yan K.Z., Zhang Y., Huang R., Bian J., Zheng C.S., Sun H.X., Chen Z.H., Sun N., An R., Min F.G., Zhao W.B., Zhuo Y., You J.L., Song Y.J., Yu Z.Y., Liu Z.H., Yang K.Q., Gao H., Dai H.Q., Zhang X.L., Wang J., Fu C.Z., Pei G., Liu J.T., Zhang S., Goodfellow M., Jiang Y.Y., Kuai J., Zhou G.C., Chen X.P. (2007) High-throughput synergy screening identifies microbial metabolites as combination agents for the treatment of fungal infections. Proceedings of the National Academy of Sciences of the United States of America 104:4606-4611. DOI: 10.1073/pnas.0609370104.",
Ketoconazole,Retigeric acid B,19171796,http://www.ncbi.nlm.nih.gov/pubmed/19171796,"Sun L.M., Sun S.J., Cheng A.X., Wu X.Z., Zhang Y., Lou H.X. (2009) In Vitro Activities of Retigeric Acid B Alone and in Combination with Azole Antifungal Agents against Candida albicans. Antimicrobial Agents and Chemotherapy 53:1586-1591. DOI: 10.1128/aac.00940-08.",
Ketoconazole,Ribavirin,12799470,http://www.ncbi.nlm.nih.gov/pubmed/12799470,"Borisy A.A., Elliott P.J., Hurst N.W., Lee M.S., Lehar J., Price E.R., Serbedzija G., Zimmermann G.R., Foley M.A., Stockwell B.R., Keith C.T. (2003) Systematic discovery of multicomponent therapeutics. Proceedings of the National Academy of Sciences of the United States of America 100:7977-7982. DOI: 10.1073/pnas.1337088100.",
Ketoconazole,Terbinafine,12499177,http://www.ncbi.nlm.nih.gov/pubmed/12499177,"Meletiadis J., Mouton J.W., Meis J., Verweij P.E. (2003) In vitro drug interaction modeling of combinations of azoles with terbinafine against clinical Scedospotium prolificans isolates. Antimicrobial Agents and Chemotherapy 47:106-117. DOI: 10.1128/aac.47.1.106-117.2003.",
lactoferrin,Amphotericin B,19307370,http://www.ncbi.nlm.nih.gov/pubmed/ 19307370,"Zarember KA, Cruz AR, Huang CY, Gallin JI. (2009) Antifungal activities of natural and synthetic iron chelators alone and in combination with azole and polyene antibiotics against Aspergillus fumigatus. Antimicrob Agents Chemother. 53(6):2654-6.",
lactoferrin-derived peptide hLF,Fluconazole,12499200,http://www.ncbi.nlm.nih.gov/pubmed/ 12499200,"Lupetti A, Paulusma-Annema A, Welling MM, Dogterom-Ballering H, Brouwer CP, Senesi S, Van Dissel JT, Nibbering PH. (2003) Synergistic activity of the N-terminal peptide of human lactoferrin and fluconazole against Candida species. Antimicrob Agents Chemother. 47(1):262-7.",
lansoprazole,Itraconazole,15047538,http://www.ncbi.nlm.nih.gov/pubmed/ 15047538,"Afeltra J, Vitale RG, Mouton JW, Verweij PE. (2004) Potent synergistic in vitro interaction between nonantimicrobial membrane-active compounds and itraconazole against clinical isolates of Aspergillus fumigatus resistant to itraconazole. Antimicrob Agents Chemother. 48(4):1335-43.",
