drug	event
duloxetine	KEGG_GAP_JUNCTION
duloxetine	KEGG_CALCIUM_SIGNALING_PATHWAY
duloxetine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
duloxetine	KEGG_GAP_JUNCTION
droperidol	KEGG_CALCIUM_SIGNALING_PATHWAY
droperidol	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
droperidol	KEGG_GAP_JUNCTION
droperidol	KEGG_CALCIUM_SIGNALING_PATHWAY
droperidol	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
droperidol	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
doxazosin	KEGG_CALCIUM_SIGNALING_PATHWAY
doxazosin	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
doxazosin	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
doxazosin	KEGG_CALCIUM_SIGNALING_PATHWAY
doxazosin	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
doxazosin	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
doxazosin	KEGG_CALCIUM_SIGNALING_PATHWAY
doxazosin	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
doxazosin	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
dopamine	KEGG_PARKINSONS_DISEASE
dopamine	KEGG_CALCIUM_SIGNALING_PATHWAY
dopamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dopamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dopamine	KEGG_TYROSINE_METABOLISM
donepezil	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
docetaxel	KEGG_GAP_JUNCTION
docetaxel	KEGG_MAPK_SIGNALING_PATHWAY
docetaxel	KEGG_ALZHEIMERS_DISEASE
disulfiram	KEGG_TYROSINE_METABOLISM
disopyramide	KEGG_CALCIUM_SIGNALING_PATHWAY
disopyramide	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
disopyramide	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
disopyramide	KEGG_CALCIUM_SIGNALING_PATHWAY
disopyramide	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
disopyramide	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
disopyramide	KEGG_CALCIUM_SIGNALING_PATHWAY
disopyramide	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
disopyramide	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
dipyridamole	KEGG_PURINE_METABOLISM
dipyridamole	KEGG_PURINE_METABOLISM
dipyridamole	KEGG_PURINE_METABOLISM
dipyridamole	KEGG_PURINE_METABOLISM
diltiazem	KEGG_CARDIAC_MUSCLE_CONTRACTION
diltiazem	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
diltiazem	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
diltiazem	KEGG_DILATED_CARDIOMYOPATHY
diltiazem	KEGG_MAPK_SIGNALING_PATHWAY
diltiazem	KEGG_CARDIAC_MUSCLE_CONTRACTION
diltiazem	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
diltiazem	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
diltiazem	KEGG_DILATED_CARDIOMYOPATHY
diltiazem	KEGG_MAPK_SIGNALING_PATHWAY
diltiazem	KEGG_CARDIAC_MUSCLE_CONTRACTION
diltiazem	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
diltiazem	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
diltiazem	KEGG_DILATED_CARDIOMYOPATHY
diltiazem	KEGG_MAPK_SIGNALING_PATHWAY
diltiazem	KEGG_CALCIUM_SIGNALING_PATHWAY
diltiazem	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
diltiazem	KEGG_GNRH_SIGNALING_PATHWAY
diltiazem	KEGG_ALZHEIMERS_DISEASE
diltiazem	KEGG_CARDIAC_MUSCLE_CONTRACTION
diltiazem	KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM
diltiazem	KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC
diltiazem	KEGG_DILATED_CARDIOMYOPATHY
diltiazem	KEGG_MAPK_SIGNALING_PATHWAY
diltiazem	KEGG_CALCIUM_SIGNALING_PATHWAY
diltiazem	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
diltiazem	KEGG_LONG_TERM_POTENTIATION
diltiazem	KEGG_GNRH_SIGNALING_PATHWAY
diltiazem	KEGG_TYPE_II_DIABETES_MELLITUS
diltiazem	KEGG_ALZHEIMERS_DISEASE
dihydroergotamine	KEGG_CALCIUM_SIGNALING_PATHWAY
dihydroergotamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dihydroergotamine	KEGG_CALCIUM_SIGNALING_PATHWAY
dihydroergotamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dihydroergotamine	KEGG_GAP_JUNCTION
dihydroergotamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dihydroergotamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dihydroergotamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dihydroergotamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dihydroergotamine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
digoxin	KEGG_CARDIAC_MUSCLE_CONTRACTION
digoxin	KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION
digoxin	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
diflunisal	KEGG_ARACHIDONIC_ACID_METABOLISM
diflunisal	KEGG_VEGF_SIGNALING_PATHWAY
diflunisal	KEGG_LEISHMANIA_INFECTION
diflunisal	KEGG_PATHWAYS_IN_CANCER
diflunisal	KEGG_SMALL_CELL_LUNG_CANCER
diflunisal	KEGG_ARACHIDONIC_ACID_METABOLISM
didanosine	KEGG_NICOTINATE_AND_NICOTINAMIDE_METABOLISM
didanosine	KEGG_PURINE_METABOLISM
didanosine	KEGG_PYRIMIDINE_METABOLISM
diclofenac	KEGG_ARACHIDONIC_ACID_METABOLISM
diclofenac	KEGG_VEGF_SIGNALING_PATHWAY
diclofenac	KEGG_LEISHMANIA_INFECTION
diclofenac	KEGG_PATHWAYS_IN_CANCER
diclofenac	KEGG_SMALL_CELL_LUNG_CANCER
diclofenac	KEGG_ARACHIDONIC_ACID_METABOLISM
diclofenac	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
diclofenac	KEGG_ETHER_LIPID_METABOLISM
diclofenac	KEGG_ARACHIDONIC_ACID_METABOLISM
diclofenac	KEGG_LINOLEIC_ACID_METABOLISM
diclofenac	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
diclofenac	KEGG_MAPK_SIGNALING_PATHWAY
diclofenac	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
diclofenac	KEGG_VEGF_SIGNALING_PATHWAY
diclofenac	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
diclofenac	KEGG_LONG_TERM_DEPRESSION
diclofenac	KEGG_GNRH_SIGNALING_PATHWAY
diclofenac	KEGG_ARACHIDONIC_ACID_METABOLISM
diclofenac	KEGG_ARACHIDONIC_ACID_METABOLISM
diclofenac	KEGG_STEROID_HORMONE_BIOSYNTHESIS
diclofenac	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
dexmedetomidine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dexmedetomidine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dexmedetomidine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
dexamethasone	KEGG_ALDOSTERONE_REGULATED_SODIUM_REABSORPTION
dexamethasone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desoximetasone	KEGG_GLYCEROPHOSPHOLIPID_METABOLISM
desoximetasone	KEGG_ETHER_LIPID_METABOLISM
desoximetasone	KEGG_ARACHIDONIC_ACID_METABOLISM
desoximetasone	KEGG_LINOLEIC_ACID_METABOLISM
desoximetasone	KEGG_ALPHA_LINOLENIC_ACID_METABOLISM
desoximetasone	KEGG_MAPK_SIGNALING_PATHWAY
desoximetasone	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
desoximetasone	KEGG_VEGF_SIGNALING_PATHWAY
desoximetasone	KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY
desoximetasone	KEGG_LONG_TERM_DEPRESSION
desoximetasone	KEGG_GNRH_SIGNALING_PATHWAY
desoximetasone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_SPHINGOLIPID_METABOLISM
desipramine	KEGG_LYSOSOME
desipramine	KEGG_CALCIUM_SIGNALING_PATHWAY
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_GAP_JUNCTION
desipramine	KEGG_CALCIUM_SIGNALING_PATHWAY
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_GAP_JUNCTION
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_CALCIUM_SIGNALING_PATHWAY
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
desipramine	KEGG_CALCIUM_SIGNALING_PATHWAY
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
desipramine	KEGG_CALCIUM_SIGNALING_PATHWAY
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
desipramine	KEGG_CALCIUM_SIGNALING_PATHWAY
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_CALCIUM_SIGNALING_PATHWAY
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
desipramine	KEGG_CALCIUM_SIGNALING_PATHWAY
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
desipramine	KEGG_CALCIUM_SIGNALING_PATHWAY
desipramine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
desipramine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
delavirdine	KEGG_LINOLEIC_ACID_METABOLISM
delavirdine	KEGG_STEROID_HORMONE_BIOSYNTHESIS
delavirdine	KEGG_RETINOL_METABOLISM
delavirdine	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
delavirdine	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
delavirdine	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
dasatinib	KEGG_ADHERENS_JUNCTION
dasatinib	KEGG_TIGHT_JUNCTION
dasatinib	KEGG_ERBB_SIGNALING_PATHWAY
dasatinib	KEGG_CHEMOKINE_SIGNALING_PATHWAY
dasatinib	KEGG_JAK_STAT_SIGNALING_PATHWAY
dasatinib	KEGG_PATHWAYS_IN_CANCER
dasatinib	KEGG_CHRONIC_MYELOID_LEUKEMIA
dasatinib	KEGG_ACUTE_MYELOID_LEUKEMIA
dasatinib	KEGG_MAPK_SIGNALING_PATHWAY
dasatinib	KEGG_CALCIUM_SIGNALING_PATHWAY
dasatinib	KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION
dasatinib	KEGG_FOCAL_ADHESION
dasatinib	KEGG_GAP_JUNCTION
dasatinib	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
dasatinib	KEGG_PATHWAYS_IN_CANCER
dasatinib	KEGG_GLIOMA
dasatinib	KEGG_PROSTATE_CANCER
dasatinib	KEGG_MELANOMA
darifenacin	KEGG_CALCIUM_SIGNALING_PATHWAY
darifenacin	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
darifenacin	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
darifenacin	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
darifenacin	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
darifenacin	KEGG_CALCIUM_SIGNALING_PATHWAY
darifenacin	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
darifenacin	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
darifenacin	KEGG_CALCIUM_SIGNALING_PATHWAY
darifenacin	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
darifenacin	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
darifenacin	KEGG_CALCIUM_SIGNALING_PATHWAY
darifenacin	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
darifenacin	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
dapsone	KEGG_ONE_CARBON_POOL_BY_FOLATE
dapsone	KEGG_FOLATE_BIOSYNTHESIS
danazol	KEGG_OOCYTE_MEIOSIS
danazol	KEGG_PROGESTERONE_MEDIATED_OOCYTE_MATURATION
danazol	KEGG_OOCYTE_MEIOSIS
danazol	KEGG_PATHWAYS_IN_CANCER
danazol	KEGG_PROSTATE_CANCER
dacarbazine	KEGG_PURINE_METABOLISM
dacarbazine	KEGG_PYRIMIDINE_METABOLISM
dacarbazine	KEGG_DNA_REPLICATION
dacarbazine	KEGG_PENTOSE_PHOSPHATE_PATHWAY
dacarbazine	KEGG_GLUTATHIONE_METABOLISM
cyproheptadine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyproheptadine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyproheptadine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyproheptadine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyproheptadine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyproheptadine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyproheptadine	KEGG_GAP_JUNCTION
cyproheptadine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyproheptadine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyproheptadine	KEGG_GAP_JUNCTION
cyproheptadine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyproheptadine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyproheptadine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
cyproheptadine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyproheptadine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyproheptadine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
cyproheptadine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyproheptadine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyproheptadine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
cyproheptadine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyproheptadine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyproheptadine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
cyproheptadine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyproheptadine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyproheptadine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
cyproheptadine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyproheptadine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyproheptadine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
cyclophosphamide	KEGG_LINOLEIC_ACID_METABOLISM
cyclophosphamide	KEGG_STEROID_HORMONE_BIOSYNTHESIS
cyclophosphamide	KEGG_RETINOL_METABOLISM
cyclophosphamide	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
cyclophosphamide	KEGG_LINOLEIC_ACID_METABOLISM
cyclophosphamide	KEGG_STEROID_HORMONE_BIOSYNTHESIS
cyclophosphamide	KEGG_RETINOL_METABOLISM
cyclophosphamide	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
cyclophosphamide	KEGG_LINOLEIC_ACID_METABOLISM
cyclophosphamide	KEGG_STEROID_HORMONE_BIOSYNTHESIS
cyclophosphamide	KEGG_RETINOL_METABOLISM
cyclophosphamide	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
cyclophosphamide	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
cyclophosphamide	KEGG_ARACHIDONIC_ACID_METABOLISM
cyclophosphamide	KEGG_LINOLEIC_ACID_METABOLISM
cyclophosphamide	KEGG_RETINOL_METABOLISM
cyclophosphamide	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
cyclophosphamide	KEGG_ARACHIDONIC_ACID_METABOLISM
cyclophosphamide	KEGG_LINOLEIC_ACID_METABOLISM
cyclophosphamide	KEGG_RETINOL_METABOLISM
cyclophosphamide	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
cyclophosphamide	KEGG_ARACHIDONIC_ACID_METABOLISM
cyclophosphamide	KEGG_LINOLEIC_ACID_METABOLISM
cyclophosphamide	KEGG_RETINOL_METABOLISM
cyclophosphamide	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
cyclophosphamide	KEGG_ARACHIDONIC_ACID_METABOLISM
cyclophosphamide	KEGG_LINOLEIC_ACID_METABOLISM
cyclophosphamide	KEGG_RETINOL_METABOLISM
cyclophosphamide	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
cyclophosphamide	KEGG_ARACHIDONIC_ACID_METABOLISM
cyclophosphamide	KEGG_RETINOL_METABOLISM
cyclophosphamide	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
cyclophosphamide	KEGG_RETINOL_METABOLISM
cyclophosphamide	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
cyclophosphamide	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
cyclobenzaprine	KEGG_CALCIUM_SIGNALING_PATHWAY
cyclobenzaprine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
cyclobenzaprine	KEGG_GAP_JUNCTION
cortisone	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
colchicine	KEGG_PATHOGENIC_ESCHERICHIA_COLI_INFECTION
colchicine	KEGG_GAP_JUNCTION
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_GAP_JUNCTION
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_GAP_JUNCTION
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_GAP_JUNCTION
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_REGULATION_OF_ACTIN_CYTOSKELETON
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
clozapine	KEGG_CALCIUM_SIGNALING_PATHWAY
clozapine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clozapine	KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION
clotrimazole	KEGG_LINOLEIC_ACID_METABOLISM
clotrimazole	KEGG_STEROID_HORMONE_BIOSYNTHESIS
clotrimazole	KEGG_RETINOL_METABOLISM
clotrimazole	KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450
clotrimazole	KEGG_DRUG_METABOLISM_CYTOCHROME_P450
clotrimazole	KEGG_DRUG_METABOLISM_OTHER_ENZYMES
clonidine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clonidine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clonidine	KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION
clonidine	KEGG_CALCIUM_SIGNALING_PATHWAY
