drug_name	gene_name
ropinirole	HTR2A
ropinirole	HTR2B
ropinirole	HTR2C
ropivacaine	SCN10A
rosiglitazone	TRPM3
rosuvastatin	HMGCR
roxithromycin	MLNR
saquinavir	CYP3A4
scopolamine	CHRM1
scopolamine	CHRM2
scopolamine	CHRM3
scopolamine	CHRM4
scopolamine	CHRM5
scopolamine	SI
sertraline	SLC6A3
sertraline	SLC6A4
sevoflurane	ATP2C1
sevoflurane	ATP5F1D
sevoflurane	GABRA1
sevoflurane	GABRA2
sevoflurane	GABRA3
sevoflurane	GABRA4
sevoflurane	GABRA5
sevoflurane	GABRA6
sevoflurane	GABRB1
sevoflurane	GABRB2
sevoflurane	GABRB3
sevoflurane	GABRD
sevoflurane	GABRE
sevoflurane	GABRG1
sevoflurane	GABRG2
sevoflurane	GABRG3
sevoflurane	GABRP
sevoflurane	GABRQ
sevoflurane	MT-ND1
sildenafil	PDE6G
sildenafil	PDE6H
sildenafil	SLCO1B1
sildenafil	SLCO1B3
simvastatin	HMGCR
sorafenib	FLT1
sorafenib	FLT4
sorafenib	KDR
sorafenib	PDGFRB
sorafenib	RET
spironolactone	AR
spironolactone	CACNA1A
spironolactone	CACNA1B
spironolactone	CACNA1C
spironolactone	CACNA1D
spironolactone	CACNA1F
spironolactone	CACNA1G
spironolactone	CACNA1H
spironolactone	CACNA1I
spironolactone	CACNA1S
spironolactone	CACNA2D1
spironolactone	CACNA2D2
spironolactone	CACNA2D3
spironolactone	CACNB1
spironolactone	CACNB2
spironolactone	CACNB3
spironolactone	CACNB4
spironolactone	CACNG1
spironolactone	CYP11B2
spironolactone	NR3C1
spironolactone	NR3C2
spironolactone	PGR
sulfasalazine	ACAT1
sulfasalazine	ALOX5
sulfasalazine	CHUK
sulfasalazine	IKBKB
sulfasalazine	PLA2G1B
sulfasalazine	PTGS1
sulfasalazine	PTGS2
sulfasalazine	SLC7A11
sulfasalazine	TBXAS1
sulindac	AKR1B1
sumatriptan	HTR1A
sumatriptan	HTR1B
sumatriptan	HTR1D
sumatriptan	HTR1E
sumatriptan	HTR1F
sumatriptan	HTR5A
sumatriptan	HTR6
sumatriptan	HTR7
tacrolimus	FKBP1A
tadalafil	PDE11A
tamoxifen	PRKCA
tamoxifen	PRKCB
tamoxifen	PRKCD
tamoxifen	PRKCE
tamoxifen	PRKCG
tamoxifen	PRKCI
tamoxifen	PRKCQ
tamoxifen	PRKCZ
tamsulosin	ADRA1A
tamsulosin	ADRA1B
tamsulosin	ADRA1D
tegaserod	HTR2A
tegaserod	HTR2B
tegaserod	HTR2C
tegaserod	HTR4
telithromycin	CYP1A2
telithromycin	CYP2D6
telithromycin	CYP3A4
telithromycin	CYP3A5
telithromycin	CYP3A7
tenoxicam	PTGS1
tenoxicam	PTGS2
terazosin	ADRA1A
terazosin	ADRA1B
terazosin	ADRA1D
terbinafine	SQLE
tetrabenazine	SLC18A1
thalidomide	TNF
thiotepa	CYP2B6
thiotepa	CYP3A4
thiothixene	HTR2A
tiagabine	SLC6A1
ticlopidine	P2RY12
tiotropium	CHRM1
tiotropium	CHRM2
tiotropium	CHRM3
tirofiban	ITGA2B
tirofiban	ITGB3
tizanidine	ADRA2A
tizanidine	ADRA2B
tizanidine	ADRA2C
tolbutamide	KCNJ11
tolterodine	CHRM1
tolterodine	CHRM2
tolterodine	CHRM3
tolterodine	CHRM4
tolterodine	CHRM5
topiramate	CA1
topiramate	CA12
topiramate	CA2
topiramate	CA4
topiramate	CA7
topiramate	GABRA1
topiramate	GABRA2
topiramate	GABRA3
topiramate	GABRA4
topiramate	GABRA5
topiramate	GABRA6
topiramate	GABRB1
topiramate	GABRB2
topiramate	GABRB3
topiramate	GABRD
topiramate	GABRE
topiramate	GABRG1
topiramate	GABRG2
topiramate	GABRG3
topiramate	GABRP
topiramate	GABRQ
topiramate	SCN10A
topiramate	SCN11A
topotecan	TOP1MT
torasemide	SLC12A1
tranylcypromine	MAOA
tranylcypromine	MAOB
travoprost	PTGFR
trazodone	ADRA1A
trazodone	ADRA2A
trazodone	HTR1A
trazodone	HTR2A
trazodone	HTR2B
trazodone	HTR2C
trazodone	SLC6A4
treprostinil	P2RY12
treprostinil	PTGIR
triamcinolone	NR3C1
triamterene	SCNN1A
triamterene	SCNN1B
triamterene	SCNN1D
triamterene	SCNN1G
trifluoperazine	ADRA1A
trifluoperazine	HTR2A
trifluoperazine	HTR2C
trifluoperazine	S100A4
trihexyphenidyl	CHRM1
trimethoprim	DHFR
trimethoprim	TYMS
trimipramine	SLC6A2
trimipramine	SLC6A3
trimipramine	SLC6A4
troglitazone	CYP2C8
troglitazone	TRPM3
tropicamide	CHRM3
tropicamide	CHRM4
tropisetron	HTR3A
tropisetron	HTR4
valdecoxib	CA12
valdecoxib	PTGS2
vardenafil	PDE6G
vardenafil	PDE6H
varenicline	CHRNA3
varenicline	CHRNA4
varenicline	CHRNA6
varenicline	CHRNA7
vasopressin	AVPR1A
vasopressin	AVPR1B
vasopressin	AVPR2
vasopressin	OXTR
vecuronium	CHRNA2
venlafaxine	SLC6A2
venlafaxine	SLC6A4
verapamil	CACNA1A
verapamil	CACNA1B
verapamil	CACNA1C
verapamil	CACNA1D
verapamil	CACNA1F
verapamil	CACNA1G
verapamil	CACNA1I
verapamil	CACNA1S
verapamil	CACNB1
verapamil	CACNB2
verapamil	CACNB3
verapamil	CACNB4
verapamil	CYP3A4
verapamil	KCNA10
verapamil	KCNJ11
verapamil	SLC29A4
verapamil	SLC6A4
vigabatrin	ABAT
vinblastine	TUBA1A
vinblastine	TUBB
vinblastine	TUBD1
vinblastine	TUBE1
vinblastine	TUBG1
vincristine	TUBA4A
vincristine	TUBB
vinorelbine	TUBA1A
vinorelbine	TUBA1B
vinorelbine	TUBA1C
vinorelbine	TUBA3C
vinorelbine	TUBA3E
vinorelbine	TUBA4A
vinorelbine	TUBB
vinorelbine	TUBB1
vinorelbine	TUBB2A
vinorelbine	TUBB2B
vinorelbine	TUBB3
vinorelbine	TUBB4A
vinorelbine	TUBB4B
vinorelbine	TUBB6
voriconazole	CYP2C19
voriconazole	CYP2C9
voriconazole	CYP3A4
voriconazole	CYP3A5
voriconazole	PTGS1
warfarin	VKORC1
zafirlukast	CYSLTR1
zafirlukast	CYSLTR2
zanamivir	NEU2
ziprasidone	ADRA1A
ziprasidone	ADRA1B
ziprasidone	ADRA2A
ziprasidone	ADRA2B
ziprasidone	ADRA2C
ziprasidone	CHRM1
ziprasidone	CHRM2
ziprasidone	CHRM3
ziprasidone	CHRM4
ziprasidone	CHRM5
ziprasidone	HTR1A
ziprasidone	HTR1B
ziprasidone	HTR1D
ziprasidone	HTR1E
ziprasidone	HTR2A
ziprasidone	HTR2C
ziprasidone	HTR3A
ziprasidone	HTR6
ziprasidone	HTR7
ziprasidone	SLC6A4
zolmitriptan	HTR1A
zolmitriptan	HTR1B
zolmitriptan	HTR1D
zolmitriptan	HTR1E
zolmitriptan	HTR1F
zonisamide	CA1
zonisamide	CA10
zonisamide	CA11
zonisamide	CA12
zonisamide	CA13
zonisamide	CA14
zonisamide	CA2
zonisamide	CA3
zonisamide	CA4
zonisamide	CA5A
zonisamide	CA5B
zonisamide	CA6
zonisamide	CA7
zonisamide	CA8
zonisamide	CA9
zonisamide	CACNA1G
zonisamide	CACNA1H
zonisamide	CACNA1I
zonisamide	MAOA
zonisamide	MAOB
zonisamide	SCN10A
zonisamide	SCN11A
zuclopenthixol	ADRA1A
zuclopenthixol	ADRA2A
zuclopenthixol	HTR2A
goserelin	LHCGR
ramipril	BDKRB1
amphetamine	ADRA1A
amphetamine	SLC6A2
amphetamine	SLC6A3
amphetamine	SLC6A4
amphetamine	MAOA
amphetamine	VMAT2
amphetamine	MAOB
amphetamine	CARTPT
lorazepam	GABRA1
phentermine	MAOA
phentermine	SLC6A3
phentermine	SLC6A4
phentermine	MAOB
phentermine	SLC6A2
tramadol	HTR2C
tramadol	CHRM1
tramadol	OPRM1
tramadol	OPRD1
tramadol	SLC6A4
tramadol	GRIN1
tramadol	ADORA1
tramadol	TACR1
tramadol	CHRM3
tramadol	ADRA2A
tramadol	OPRK1
tramadol	CHRNA7
tramadol	SLC6A2
troglitazone	ESRRG
troglitazone	SLC29A1
troglitazone	ESRRA
troglitazone	SERPINE1
oseltamivir	NEU2
oseltamivir	NEU1
hydroxocobalamin	TCN1
hydroxocobalamin	MMACHC
hydroxocobalamin	MTR
hydroxocobalamin	MUT
hydroxocobalamin	AMN
succinylcholine	CHRM1
succinylcholine	CHRNA7
succinylcholine	CHRM2
succinylcholine	CHRNA10
succinylcholine	CHRM3
adapalene	GOT1
midodrine	ADRA1A
midodrine	ADRA1B
midodrine	ADRA1D
torasemide	SLC12A2
pregabalin	CACNA2D1
temazepam	GABRA1
ranolazine	CACNA1C
ranolazine	ADRA1A
ranolazine	KCNJ12
ziprasidone	HTR5A
phenytoin	CACNA1C
phenytoin	GABRA1
ropinirole	ADRA1A
isradipine	CACNA1C
isradipine	CACNA1S
isradipine	CACNA1H
isradipine	CACNA2D2
isradipine	CACNB2
topiramate	CA3
topiramate	CACNA1E
topiramate	CACNA1C
theophylline	ADORA1
theophylline	ADORA2A
theophylline	ADORA2B
disopyramide	ORM2
lidocaine	ORM2
lidocaine	ORM1
acarbose	SI
acarbose	GAA
venlafaxine	SLC6A3
atomoxetine	OPRK1
bleomycin	LIG3
bleomycin	LIG1
morphine	OPRK1
morphine	OPRD1
morphine	OPRM1
bupivacaine	PTGER1
pentobarbital	GABRA5
pentobarbital	GABRA3
pentobarbital	GABRA6
pentobarbital	GABRA1
pentobarbital	GABRA4
pentobarbital	CHRNA7
pentobarbital	GABRA2
pentobarbital	CHRNA4
pentobarbital	GRIN1
zolmitriptan	HTR7
zolmitriptan	HTR2B
zolmitriptan	HTR2A
acetaminophen	PTGS2
acetaminophen	PTGES3
acetaminophen	PTGS1
codeine	OPRD1
codeine	OPRM1
codeine	OPRK1
amitriptyline	HTR2C
hydromorphone	OPRD1
hydromorphone	OPRM1
hydromorphone	OPRK1
indomethacin	AKR1C3
metformin	GPD1
metformin	ETFDH
methadone	CHRNA7
methadone	OPRD1
methadone	OPRM1
methadone	CHRNA3
methadone	CHRNB2
methadone	CHRNA4
methadone	GRIN1
methadone	HTR3A
pimecrolimus	FKBP1A
clobazam	GABRA1
minoxidil	REN
mefloquine	ADORA2A
levonorgestrel	AR
levonorgestrel	SRD5A1
levonorgestrel	NR3C1
mirtazapine	ADRA1A
mirtazapine	OPRK1
meprobamate	GABRA3
meprobamate	GABRA4
meprobamate	GABRA1
meprobamate	GABRA5
meprobamate	GABRA6
meprobamate	GABRA2
trihexyphenidyl	CHRM3
trihexyphenidyl	CHRM5
trihexyphenidyl	CHRM2
trihexyphenidyl	CHRM4
amlodipine	SMPD1
amlodipine	CACNA1B
amlodipine	CA1
amlodipine	CACNA2D3
amlodipine	CACNB1
amlodipine	CACNA1I
nimodipine	CACNA1F
nimodipine	CACNA1S
nimodipine	CACNB4
nimodipine	CACNB3
nimodipine	CACNA1C
nimodipine	CACNA1D
nimodipine	CACNB1
nimodipine	CACNB2
carisoprodol	GABRA1
carisoprodol	GABRB2
carisoprodol	GABRG2
carisoprodol	GABRA5
carisoprodol	GABRA3
progesterone	NR3C1
progesterone	ORM1
progesterone	AR
nisoldipine	CACNA2D1
nisoldipine	CACNB2
alprazolam	GABRA1
ampicillin	SLC15A1
ampicillin	TEK
ampicillin	SLC15A2
spironolactone	CYP17A1
spironolactone	SRD5A1
methylphenidate	SLC6A2
methylphenidate	HTR1A
methylphenidate	SLC6A3
zolpidem	GABRA3
zolpidem	GABRG2
zolpidem	GABRA2
zolpidem	GABRA1
prochlorperazine	ADRA1A
prochlorperazine	ADRA2A
cerivastatin	HMGCR
lansoprazole	MAPT
meperidine	OPRK1
meperidine	GRIN2D
meperidine	CHRM1
meperidine	GRIN2C
meperidine	GRIN2A
meperidine	SLC6A4
meperidine	GRIN2B
meperidine	SLC6A3
meperidine	GRIN1
meperidine	SLC6A2
meperidine	CES1
meperidine	OPRM1
imipramine	ORM2
fluoxetine	CHRNA2
fluoxetine	CHRNB4
fluoxetine	CKS1B
fluoxetine	HTR2C
fluoxetine	CHRNA3
chlordiazepoxide	GABRA1
lenalidomide	CDH5
lenalidomide	PTGS2
lenalidomide	TNFSF11
raloxifene	SERPINB9
celecoxib	CDH11
celecoxib	CA3
celecoxib	CA2
buspirone	ADRA1A
cefotaxime	SLC15A1
cefotaxime	SLC15A2
cefotaxime	SLC22A11
cefotaxime	SLC22A7
cefotaxime	ALB
cefotaxime	SLC22A8
cefotaxime	SLC22A6
oxycodone	OPRK1
oxycodone	OPRD1
oxycodone	OPRM1
haloperidol	ADRA1A
haloperidol	ADRA2C
haloperidol	CHRM3
haloperidol	HTR6
haloperidol	ADRA2B
haloperidol	HTR2C
haloperidol	SIGMAR1
haloperidol	ADRA2A
cisplatin	A2M
cisplatin	TF
cisplatin	MPG
nortriptyline	HTR2C
pyridostigmine	ALB
pyridostigmine	ACHE
pyridostigmine	BCHE
lamotrigine	ADRA2A
lamotrigine	ADORA1
lamotrigine	OPRK1
lamotrigine	GABRA1
lamotrigine	HTR2A
lamotrigine	CHRNA1
lamotrigine	CACNA1E
lamotrigine	ADORA2A
lamotrigine	ADRA1A
lamotrigine	HTR3A
methotrexate	ATIC
methotrexate	TYMS
carbamazepine	CHRNA4
propranolol	HTR1A
propranolol	HTR1B
atropine	CHRM4
atropine	CHRNA4
atropine	CHRM5
atropine	CHRNB2
valdecoxib	CA3
valdecoxib	CA2
labetalol	ADRA1A
ivermectin	GABRB3
sulindac	PTGS1
sulindac	AKR1B10
sulindac	PTGDR2
sulindac	PTGS2
sulindac	MAPK3
chloroquine	TNF
butorphanol	OPRK1
butorphanol	OPRM1
butorphanol	OPRD1
rifabutin	HSP90AA1
rifabutin	HSP90B1
oxandrolone	AR
nicardipine	CACNA1C
nicardipine	ADRA1D
nicardipine	CACNB2
nicardipine	CHRM5
nicardipine	ADRA1A
nicardipine	CACNA2D1
nicardipine	CHRM3
nicardipine	ADRA1B
nicardipine	CHRM4
nicardipine	CHRM1
nicardipine	CHRM2
nicardipine	CACNA1D
fluphenazine	HTR2C
fluphenazine	AR
testosterone	AR
testosterone	NR3C2
simvastatin	ITGAL
mitotane	FDX1
mitotane	PGR
mitotane	AR
dyphylline	ADORA1
dyphylline	ADORA2A
pentazocine	OPRM1
pentazocine	SIGMAR1
pentazocine	OPRK1
trazodone	HTR2C
verapamil	ADRA1A
verapamil	CACNA1H
verapamil	ADRA1B
verapamil	ADRA1D
tamoxifen	MAPK8
tamoxifen	ESRRG
tamoxifen	AR
midazolam	GABRA1
fludrocortisone	NR3C2
fludrocortisone	NR3C1
flurazepam	GABRA1
tizanidine	ADRA1A
sufentanil	OPRM1
sufentanil	OPRD1
sufentanil	OPRK1
ibandronate	GGPS1
flurbiprofen	PTGS1
flurbiprofen	PTGS2
oxacillin	SLC15A1
oxacillin	SLC15A2
apomorphine	ADRA2B
apomorphine	HTR1A
apomorphine	ADRA2C
apomorphine	HTR1B
apomorphine	ADRA2A
apomorphine	HTR2A
apomorphine	HTR2B
apomorphine	HTR2C
apomorphine	HTR1D
paroxetine	ADRA1A
paroxetine	HTR2B
paroxetine	ADRA2A
paroxetine	HTR1A
norethisterone	NR3C1
norethisterone	PGR
norethisterone	AR
lisinopril	REN
trimipramine	HTR1D
trimipramine	HTR1A
trimipramine	HTR2C
trimipramine	HTR2A
trimipramine	HTR2C
trimipramine	ADRA2B
trimipramine	HTR3A
trimipramine	CHRM1
trimipramine	ADRA1A
trimipramine	ADRA2A
trimipramine	ADRA1B
nitroglycerin	NPR1
modafinil	SLC6A3
modafinil	ADRA1B
scopolamine	CHRNB2
scopolamine	CHRNA4
etodolac	PTGS1
epinastine	HTR2A
epinastine	ADRA2A
epinastine	ADRA1A
epinastine	HTR7
isoflurane	CHRNB2
isoflurane	ATP5F1D
isoflurane	ATP2C1
isoflurane	CHRNA4
tetracycline	PRNP
roxithromycin	ABCB1
phenelzine	GAD65
estradiol	CHRNA4
estradiol	MT-ATP6
gentamicin	DHFR
alfentanil	OPRM1
dicyclomine	CHRM2
dicyclomine	CHRM1
indapamide	SLC12A3
tropicamide	CHRM1
tropicamide	CHRM2
fentanyl	OPRM1
fentanyl	ABCB1
fentanyl	OPRK1
fentanyl	OPRD1
diazepam	GABRA1
dobutamine	ADRA1A
oxazepam	GABRA1
donepezil	TNFAIP6
donepezil	HTR2A
donepezil	BCHE
donepezil	GRIN1
ranitidine	ACHE
triazolam	GABRA1
ondansetron	OPRM1
ondansetron	HTR4
ondansetron	HTR1A
ondansetron	HTR1B
quinidine	ADRA1A
quinidine	ADRA1B
quinidine	ADRA1D
amantadine	CHRNA3
amantadine	CHRNA4
amantadine	CHRNA7
ketotifen	PGD
buprenorphine	OPRM1
buprenorphine	OPRL1
buprenorphine	OPRK1
buprenorphine	OPRD1
cyclobenzaprine	SLC6A4
cyclobenzaprine	HTR6
cyclobenzaprine	HTR2B
cyclobenzaprine	AOX1
cyclobenzaprine	HTR7
cyclobenzaprine	HTR2C
cyclobenzaprine	SLC6A2
misoprostol	PTGER1
maprotiline	CHRM1
maprotiline	CHRM3
maprotiline	ADRA2A
maprotiline	HTR2A
maprotiline	ADRA1A
maprotiline	CHRM4
maprotiline	HTR7
maprotiline	CHRM5
maprotiline	CHRM2
maprotiline	HTR2C
hydrocodone	OPRM1
hydrocodone	SIGMAR1
hydrocodone	OPRD1
pindolol	HTR1B
zaleplon	GABRA1
azelastine	PLA2G1B
dipyridamole	ORM1
cyclopentolate	CHRM1
dopamine	HTR3B
dopamine	HTR3A
dopamine	SOD1
minocycline	ALOX5
minocycline	CYCS
minocycline	MAPK1
felodipine	CACNA2D1
felodipine	CACNA2D2
felodipine	CACNA1S
felodipine	CACNA1C
felodipine	CACNA1H
felodipine	CACNA1D
felodipine	NR3C2
felodipine	CACNB2
ketoconazole	CYP21A2
ketoconazole	CYP17A1
ketoconazole	AR
probenecid	TAS2R16
thalidomide	PTGS2
thalidomide	ORM1
memantine	HTR3A
memantine	CHRNA7
memantine	GABRA1
memantine	GRIN1
ibuprofen	PTGS1
ibuprofen	PTGS2
ibuprofen	FABP2
ibuprofen	S100A7
ibuprofen	THBD
clonazepam	GABRA1
promethazine	CHRM1
promethazine	CHRM5
promethazine	CHRM2
promethazine	CHRM3
promethazine	ADRA1A
promethazine	CHRM4
diphenhydramine	CHRM2
iloprost	PLAT
iloprost	PTGDR2
rosuvastatin	ITGAL
sertraline	SLC29A4
sertraline	PGRMC1
sertraline	SLC6A2
sibutramine	SLC6A2
sibutramine	SLC6A3
sibutramine	SLC6A4
miconazole	KCNJ12
miconazole	CACNA1C
miconazole	KCNMA1
chlorpheniramine	SLC6A4
chlorpheniramine	SLC6A2
chlorpheniramine	SLC6A3
nifedipine	CACNA1G
atovaquone	MT-CYB
atovaquone	DHODH
amiodarone	CACNA1I
amiodarone	THRA
amiodarone	PPARGC1B
amiodarone	CACNA1C
pioglitazone	MAOB
carvedilol	ADRA1A
carvedilol	GJA1
carvedilol	ADRA2A
carvedilol	ADRA1B
carvedilol	ADRA2B
carvedilol	NPPB
carvedilol	ADRA1D
carvedilol	ADRA2C
carvedilol	SELE
carvedilol	NDUFC2
doxepin	CHRM5
doxepin	ADRA1D
doxepin	HTR6
doxepin	CHRM3
doxepin	ADRA1A
doxepin	HTR2A
doxepin	HTR1A
doxepin	CHRM2
doxepin	ADRA1B
doxepin	HTR2C
doxepin	HTR2B
doxepin	CHRM1
doxepin	CHRM4
bupropion	HTR3A
bupropion	CHRNA3
itraconazole	CYP51A1
procarbazine	MAOA
orphenadrine	GRIN2D
orphenadrine	SCN10A
orphenadrine	GRIN1
orphenadrine	SLC6A2
orphenadrine	GRIN3B
orphenadrine	GRIN3A
phenobarbital	CHRNA4
phenobarbital	CHRNA7
phenobarbital	GABRA1
phenobarbital	GRIN1
naloxone	CES1
desflurane	MT-ND1
desflurane	ATP5F1D
desflurane	GABRA1
desflurane	ATP2C1
brinzolamide	CA3
captopril	BDKRB1
zopiclone	GABRA3
zopiclone	GABRA2
zopiclone	GABRA5
zopiclone	GABRA1
clarithromycin	SLCO1B1
clarithromycin	SLCO1B3
ceftriaxone	SLC22A8
ceftriaxone	SLC15A1
ceftriaxone	SLC22A11
ceftriaxone	SLC22A6
estazolam	GABRA1
ketamine	HTR2A
ketamine	SLC6A2
ketamine	HTR1A
ketamine	OPRM1
ketamine	CHRNA7
ketamine	CHRM1
ketamine	HTR3A
ketamine	OPRK1
ketamine	OPRD1
ketamine	TACR1
ketamine	GRIN3A
ketamine	BCHE
sevoflurane	CCDC51
aripiprazole	GRIN1
aripiprazole	HTR5A
aripiprazole	HTR2B
aripiprazole	OPRD1
aripiprazole	OPRM1
aripiprazole	OPRK1
aripiprazole	SLC6A3
aripiprazole	SLC6A4
gemfibrozil	SLC22A8
bepridil	CACNA1A
bepridil	ATP1A1
bepridil	CACNA2D2
bepridil	CACNA1H
dasatinib	MAPK14
dasatinib	HSPA8
dasatinib	PPAT
varenicline	CHRNB2
tiotropium	CHRM5
tiotropium	CHRM4
flunitrazepam	GABRA1
quazepam	GABRA1
nitrazepam	GABRA1
thymidine	TK2
ixabepilone	TUBB3
celiprolol	ADRA2C
celiprolol	ADRA2B
milnacipran	GRIN1
mianserin	HTR1F
mianserin	OPRK1
mianserin	HTR1A
mianserin	ADRA2A
mianserin	ADRA2C
mianserin	SLC6A2
mianserin	SLC6A4
mianserin	ADRA2B
mianserin	SLC6A3
lacosamide	SCN10A
amisulpride	HTR2A
amisulpride	HTR7
methyltestosterone	AR
lanreotide	SSTR2
lanreotide	SSTR5
pitavastatin	ITGAL
aliskiren	REN
isosorbide	BCL2L1
vinflunine	TUBB
fluticasone	PLA2G4A
fluticasone	NR3C2
fluticasone	PGR
fluticasone	NR3C1
lormetazepam	GABRA1
